loan_id,customer_id,loan_amount,loan_amnt_div_instlmnt,int_rate%,loan_age,debt_settlement_flag,out_prncp
L-2042,SYN-2042,163161,60.0,8.9,55,0,60916.606765599354
L-2043,SYN-2043,765311,12.0,24.57,26,0,237740.21970715577
L-2044,SYN-2044,490466,24.0,10.65,3,0,184591.7518027528
L-2045,SYN-2045,722318,36.0,17.3,26,0,0.0
L-2046,SYN-2046,224274,60.0,17.94,54,0,0.0
L-2047,SYN-2047,972613,12.0,24.6,48,1,0.0
L-2048,SYN-2048,217087,48.0,11.27,16,0,90961.35914620184
L-2049,SYN-2049,793910,48.0,13.4,47,0,504166.5741777613
L-2050,SYN-2050,183509,24.0,23.53,56,0,75583.98380950277
L-2051,SYN-2051,839363,24.0,7.27,18,0,0.0
L-2052,SYN-2052,770091,48.0,25.0,46,0,0.0
L-2053,SYN-2053,580134,48.0,27.3,45,0,426272.5062046229
L-2054,SYN-2054,746910,12.0,21.91,9,0,455381.20660489
L-2055,SYN-2055,539299,48.0,23.7,4,0,168825.1659624348
L-2056,SYN-2056,453636,48.0,11.8,44,0,0.0
L-2057,SYN-2057,553485,24.0,17.65,44,0,375949.14931491297
L-2058,SYN-2058,659760,60.0,12.88,3,0,0.0
L-2059,SYN-2059,565202,60.0,8.03,14,0,0.0
L-2060,SYN-2060,82365,24.0,17.3,16,0,0.0
L-2061,SYN-2061,748660,12.0,20.86,12,0,0.0
L-2062,SYN-2062,182271,48.0,27.01,24,0,0.0
L-2063,SYN-2063,660320,36.0,8.0,54,0,0.0
L-2064,SYN-2064,107162,36.0,15.46,32,0,5748.937097079496
L-2065,SYN-2065,785061,48.0,13.93,21,0,0.0
L-2066,SYN-2066,884124,60.0,19.68,35,0,0.0
L-2067,SYN-2067,678509,60.0,12.0,35,0,0.0
L-2068,SYN-2068,797678,12.0,13.89,20,0,263971.3792432578
L-2069,SYN-2069,652243,12.0,12.17,49,0,0.0
L-2070,SYN-2070,511859,48.0,24.62,11,0,0.0
L-2071,SYN-2071,190380,48.0,9.28,39,0,0.0
L-2072,SYN-2072,792847,60.0,20.99,4,0,0.0
L-2073,SYN-2073,640058,36.0,18.8,19,0,343533.4486707451
L-2074,SYN-2074,830854,36.0,22.55,23,0,0.0
L-2075,SYN-2075,479160,48.0,8.61,59,0,0.0
L-2076,SYN-2076,935250,48.0,14.21,24,1,0.0
L-2077,SYN-2077,974415,12.0,21.85,40,0,0.0
L-2078,SYN-2078,673208,36.0,22.13,50,0,509532.11253092595
L-2079,SYN-2079,641733,36.0,27.14,51,0,414336.98045005836
L-2080,SYN-2080,172706,60.0,23.38,8,0,57347.83914760647
L-2081,SYN-2081,161228,60.0,23.28,45,0,68496.47930539059
L-2082,SYN-2082,610891,12.0,27.9,31,0,0.0
L-2083,SYN-2083,80479,24.0,26.45,48,0,0.0
L-2084,SYN-2084,155065,12.0,10.32,51,0,0.0
L-2085,SYN-2085,465254,48.0,16.0,17,0,0.0
L-2086,SYN-2086,259024,48.0,11.69,52,0,185630.53756125475
L-2087,SYN-2087,429162,48.0,17.14,32,0,0.0
L-2088,SYN-2088,780353,12.0,14.3,45,0,179170.53210275795
L-2089,SYN-2089,953855,24.0,19.37,34,0,298437.1742353245
L-2090,SYN-2090,522479,24.0,19.62,7,0,0.0
L-2091,SYN-2091,55911,60.0,26.87,24,0,24589.719347564864
L-2092,SYN-2092,608555,48.0,22.67,18,0,172238.9954593037
L-2093,SYN-2093,577028,48.0,18.21,6,0,452861.008297756
L-2094,SYN-2094,193233,60.0,23.82,30,0,48885.875595396436
L-2095,SYN-2095,569399,60.0,25.79,46,1,23572.59214724035
L-2096,SYN-2096,64815,12.0,23.37,27,0,40831.464920572085
L-2097,SYN-2097,855900,12.0,7.86,7,0,0.0
L-2098,SYN-2098,982152,12.0,16.47,36,0,308386.52070567885
L-2099,SYN-2099,845110,24.0,20.25,49,0,271709.5409316332
L-2100,SYN-2100,650262,24.0,24.23,43,0,0.0
L-2101,SYN-2101,339715,12.0,11.42,39,0,0.0
L-2102,SYN-2102,446323,48.0,8.42,17,0,4738.997904463076
L-2103,SYN-2103,358064,24.0,26.58,37,0,0.0
L-2104,SYN-2104,794202,24.0,14.53,7,0,0.0
L-2105,SYN-2105,661240,12.0,11.12,25,0,0.0
L-2106,SYN-2106,65100,60.0,13.17,45,0,9449.462617693735
L-2107,SYN-2107,642148,48.0,20.05,50,0,350993.6820549647
L-2108,SYN-2108,847266,24.0,12.18,37,0,0.0
L-2109,SYN-2109,541006,48.0,24.9,5,0,71550.70925619607
L-2110,SYN-2110,813271,60.0,19.12,23,0,0.0
L-2111,SYN-2111,987682,24.0,23.4,56,0,0.0
L-2112,SYN-2112,641580,60.0,24.18,33,0,0.0
L-2113,SYN-2113,350700,36.0,21.05,44,0,0.0
L-2114,SYN-2114,585333,24.0,15.56,13,0,0.0
L-2115,SYN-2115,264463,60.00000000000001,25.32,55,0,81418.33356768139
L-2116,SYN-2116,450429,24.0,17.71,59,1,336346.08527630154
L-2117,SYN-2117,636406,12.0,18.57,10,0,0.0
L-2118,SYN-2118,160561,12.0,24.07,35,0,106510.81623794527
L-2119,SYN-2119,475713,48.0,17.36,40,0,0.0
L-2120,SYN-2120,966302,60.0,18.61,11,0,0.0
L-2121,SYN-2121,111945,24.0,18.14,31,0,2999.8087050483614
L-2122,SYN-2122,577938,60.00000000000001,22.8,14,0,0.0
L-2123,SYN-2123,269376,48.0,7.27,31,0,128143.99095759753
L-2124,SYN-2124,724662,24.0,12.59,41,0,0.0
L-2125,SYN-2125,446367,36.0,14.17,59,0,144578.37947230914
L-2126,SYN-2126,654176,48.0,17.01,19,0,389941.5621991087
L-2127,SYN-2127,381722,24.0,16.5,51,0,91750.20299602907
L-2128,SYN-2128,895951,36.0,21.24,55,0,613596.7981247343
L-2129,SYN-2129,196272,48.0,20.75,41,0,17664.77529491759
L-2130,SYN-2130,595915,36.0,26.91,51,0,0.0
L-2131,SYN-2131,379959,48.0,17.0,18,0,0.0
L-2132,SYN-2132,411044,12.0,13.72,30,0,326594.80270612455
L-2133,SYN-2133,730535,36.0,8.27,29,0,0.0
L-2134,SYN-2134,607902,12.0,27.38,37,0,0.0
L-2135,SYN-2135,121000,60.0,11.69,30,0,73510.12975972302
L-2136,SYN-2136,385584,60.0,27.01,6,0,0.0
L-2137,SYN-2137,832818,36.0,14.91,47,0,360097.26224476454
L-2138,SYN-2138,208051,24.0,13.31,59,0,53431.37795969058
L-2139,SYN-2139,106200,36.0,8.62,58,0,39974.43253048073
L-2140,SYN-2140,606233,24.0,15.45,37,0,0.0
L-2141,SYN-2141,262367,24.0,27.19,46,0,0.0
L-2142,SYN-2142,536525,12.0,14.93,45,0,0.0
L-2143,SYN-2143,860442,24.0,22.02,47,0,0.0
L-2144,SYN-2144,658179,48.0,27.13,19,0,0.0
L-2145,SYN-2145,238600,24.0,20.28,4,0,0.0
L-2146,SYN-2146,733097,36.0,16.86,51,0,0.0
L-2147,SYN-2147,244427,48.0,18.06,39,0,24022.78806135853
L-2148,SYN-2148,690375,24.0,10.76,39,0,438628.68988691166
L-2149,SYN-2149,234235,24.0,9.93,51,0,0.0
L-2150,SYN-2150,851417,48.0,10.89,18,0,498824.48729574383
L-2151,SYN-2151,576175,36.0,12.77,26,0,0.0
L-2152,SYN-2152,692689,24.0,13.68,60,0,0.0
L-2153,SYN-2153,300647,12.0,12.49,3,0,96769.14610738604
L-2154,SYN-2154,79349,24.0,26.0,13,0,12110.817257167115
L-2155,SYN-2155,750173,36.0,25.29,3,0,488107.0773782691
L-2156,SYN-2156,623218,48.0,14.57,9,0,0.0
L-2157,SYN-2157,662592,48.0,20.74,8,0,0.0
L-2158,SYN-2158,882313,36.0,8.25,29,0,0.0
L-2159,SYN-2159,612295,36.0,15.1,43,0,24755.75565578529
L-2160,SYN-2160,763119,60.0,24.3,37,0,103783.25651117857
L-2161,SYN-2161,429060,60.0,16.23,36,0,0.0
L-2162,SYN-2162,353541,48.0,16.8,59,0,22070.606766488825
L-2163,SYN-2163,262187,24.0,7.35,38,0,98391.32911173822
L-2164,SYN-2164,830371,48.0,27.32,12,0,627549.2963601607
L-2165,SYN-2165,785050,48.0,13.54,6,0,0.0
L-2166,SYN-2166,870919,48.0,12.91,8,0,695857.176483124
L-2167,SYN-2167,316471,24.0,25.03,46,1,0.0
L-2168,SYN-2168,114029,12.0,15.15,18,0,89830.45585252577
L-2169,SYN-2169,200656,59.99999999999999,12.76,56,0,120414.53603500042
L-2170,SYN-2170,609333,36.0,16.53,57,0,436313.8767430377
L-2171,SYN-2171,419093,12.0,23.04,9,0,0.0
L-2172,SYN-2172,602650,48.0,8.68,27,0,0.0
L-2173,SYN-2173,833765,12.0,22.54,53,0,0.0
L-2174,SYN-2174,984291,12.0,13.22,40,1,206186.66521589554
L-2175,SYN-2175,742188,36.0,11.18,56,0,488553.5473626047
L-2176,SYN-2176,448180,24.0,25.93,20,0,139423.96190296835
L-2177,SYN-2177,565486,60.0,18.43,23,0,0.0
L-2178,SYN-2178,281576,24.0,26.09,30,0,0.0
L-2179,SYN-2179,766486,36.0,10.21,16,0,0.0
L-2180,SYN-2180,413378,36.0,22.59,57,0,264645.54971960717
L-2181,SYN-2181,723436,12.0,21.43,51,0,0.0
L-2182,SYN-2182,75142,24.0,12.12,45,1,55913.5538690063
L-2183,SYN-2183,81909,48.0,16.11,9,0,60946.306512335184
L-2184,SYN-2184,738975,24.0,23.3,34,0,339875.88735034683
L-2185,SYN-2185,382177,36.0,12.36,54,0,0.0
L-2186,SYN-2186,888484,60.0,21.6,21,0,0.0
L-2187,SYN-2187,214221,12.0,24.23,14,0,0.0
L-2188,SYN-2188,625536,12.0,14.49,44,0,0.0
L-2189,SYN-2189,951278,36.0,9.91,57,0,2728.5917027347923
L-2190,SYN-2190,904952,24.0,15.76,30,0,0.0
L-2191,SYN-2191,942377,36.0,22.94,33,0,0.0
L-2192,SYN-2192,192471,36.0,22.75,41,0,0.0
L-2193,SYN-2193,359693,24.0,8.14,55,0,0.0
L-2194,SYN-2194,433123,12.0,22.58,13,0,0.0
L-2195,SYN-2195,903628,24.0,23.55,18,0,0.0
L-2196,SYN-2196,345399,36.0,7.99,46,0,108589.19688008836
L-2197,SYN-2197,319369,24.0,19.52,40,0,0.0
L-2198,SYN-2198,639448,36.0,22.48,4,0,0.0
L-2199,SYN-2199,598129,48.0,20.45,55,0,0.0
L-2200,SYN-2200,737195,24.0,24.42,40,0,0.0
L-2201,SYN-2201,901588,12.0,13.99,6,0,484023.3506943316
L-2202,SYN-2202,946470,48.0,20.88,24,0,0.0
L-2203,SYN-2203,173646,60.0,9.63,16,0,8245.25075912969
L-2204,SYN-2204,104511,48.0,12.32,19,0,0.0
L-2205,SYN-2205,645591,12.0,21.53,33,0,0.0
L-2206,SYN-2206,945599,12.0,7.62,48,0,514104.148871552
L-2207,SYN-2207,578613,36.0,26.22,36,0,0.0
L-2208,SYN-2208,560408,24.0,17.06,52,0,169035.69242984007
L-2209,SYN-2209,55150,48.0,9.84,28,0,12891.17885943504
L-2210,SYN-2210,974472,48.0,12.53,12,1,1225.5826735181017
L-2211,SYN-2211,507552,59.99999999999999,19.48,35,0,348216.3468245862
L-2212,SYN-2212,878917,60.0,21.25,40,0,151838.20258129432
L-2213,SYN-2213,309068,36.0,9.46,4,0,0.0
L-2214,SYN-2214,792970,36.0,17.15,31,0,0.0
L-2215,SYN-2215,501473,48.0,18.77,38,0,297098.78151639627
L-2216,SYN-2216,498112,24.0,15.41,36,0,104254.77552901916
L-2217,SYN-2217,728979,60.0,8.41,24,0,156078.4391543052
L-2218,SYN-2218,689436,60.0,11.83,42,0,344231.7879125361
L-2219,SYN-2219,425281,24.0,19.59,11,0,0.0
L-2220,SYN-2220,466422,12.0,17.96,37,0,223915.429041017
L-2221,SYN-2221,636000,48.0,25.47,21,0,42783.58372162479
L-2222,SYN-2222,699489,60.0,17.27,49,0,0.0
L-2223,SYN-2223,335563,48.0,11.24,58,0,0.0
L-2224,SYN-2224,88735,36.0,22.98,42,1,0.0
L-2225,SYN-2225,531108,60.00000000000001,8.42,22,0,0.0
L-2226,SYN-2226,951972,36.0,19.07,31,0,593874.5789242937
L-2227,SYN-2227,82840,24.0,23.24,19,1,60209.68118923239
L-2228,SYN-2228,470967,60.0,25.98,49,0,0.0
L-2229,SYN-2229,594094,12.0,13.16,10,0,419980.103165887
L-2230,SYN-2230,500168,60.0,20.42,59,0,285459.73795096274
L-2231,SYN-2231,219394,12.0,25.85,35,0,0.0
L-2232,SYN-2232,743900,48.0,23.84,46,0,0.0
L-2233,SYN-2233,654161,60.00000000000001,9.12,23,0,214659.07961455212
L-2234,SYN-2234,373174,12.0,9.49,19,0,297562.55982048064
L-2235,SYN-2235,798553,48.0,16.43,10,0,516962.0603282124
L-2236,SYN-2236,777962,24.0,18.53,7,0,479348.32159215386
L-2237,SYN-2237,930873,12.0,10.49,34,0,0.0
L-2238,SYN-2238,939051,60.0,17.69,44,0,0.0
L-2239,SYN-2239,756499,59.99999999999999,8.34,59,0,0.0
L-2240,SYN-2240,356397,12.0,22.1,25,0,0.0
L-2241,SYN-2241,400994,36.0,11.06,48,0,0.0
L-2242,SYN-2242,341609,24.0,16.57,29,0,0.0
L-2243,SYN-2243,436305,60.0,15.47,34,1,0.0
L-2244,SYN-2244,506347,60.0,24.53,19,0,0.0
L-2245,SYN-2245,150116,36.0,22.74,3,1,0.0
L-2246,SYN-2246,334928,12.0,23.47,26,0,207447.8132414602
L-2247,SYN-2247,179013,12.0,22.26,22,0,110090.28118190903
L-2248,SYN-2248,686765,48.0,10.34,29,0,402706.0604801514
L-2249,SYN-2249,577750,36.0,22.73,22,0,0.0
L-2250,SYN-2250,828715,36.0,12.43,40,0,0.0
L-2251,SYN-2251,826839,60.0,10.13,58,0,0.0
L-2252,SYN-2252,723266,60.00000000000001,17.09,15,0,476782.59894443565
L-2253,SYN-2253,387329,36.0,16.35,26,0,0.0
L-2254,SYN-2254,926940,60.0,21.75,45,0,494485.41798419296
L-2255,SYN-2255,120177,12.0,24.63,23,0,0.0
L-2256,SYN-2256,779659,24.0,14.45,48,0,0.0
L-2257,SYN-2257,776874,48.0,16.65,38,0,0.0
L-2258,SYN-2258,52120,12.0,16.98,17,0,40153.77949498081
L-2259,SYN-2259,215470,36.0,14.92,53,0,34643.80987945112
L-2260,SYN-2260,154440,48.0,21.32,57,0,59341.63254850456
L-2261,SYN-2261,50626,48.0,9.32,12,0,0.0
L-2262,SYN-2262,790949,48.0,9.15,30,0,0.0
L-2263,SYN-2263,59720,48.0,25.34,51,0,0.0
L-2264,SYN-2264,530792,24.0,18.96,41,0,0.0
L-2265,SYN-2265,270892,60.0,18.5,9,0,0.0
L-2266,SYN-2266,534290,48.0,9.85,58,0,0.0
L-2267,SYN-2267,86328,24.0,22.5,22,0,44224.081010701644
L-2268,SYN-2268,293410,59.99999999999999,8.4,35,0,207919.74169807456
L-2269,SYN-2269,182236,36.0,15.79,55,0,0.0
L-2270,SYN-2270,984627,60.0,10.31,44,1,488654.1880651765
L-2271,SYN-2271,459763,12.0,13.73,53,0,299081.82230379875
L-2272,SYN-2272,461955,12.0,11.99,4,0,0.0
L-2273,SYN-2273,544156,24.0,8.97,11,0,0.0
L-2274,SYN-2274,108115,48.0,15.06,30,0,56737.38225352756
L-2275,SYN-2275,390076,24.0,22.45,14,0,0.0
L-2276,SYN-2276,733597,12.0,21.52,29,0,196568.80698803617
L-2277,SYN-2277,785340,24.0,26.85,35,0,0.0
L-2278,SYN-2278,539015,59.99999999999999,20.98,26,0,420861.9270870758
L-2279,SYN-2279,594519,12.0,27.02,31,0,179860.53190863112
L-2280,SYN-2280,895629,48.0,25.0,51,0,0.0
L-2281,SYN-2281,453543,36.0,14.49,56,0,114402.72569714945
L-2282,SYN-2282,81638,48.0,7.23,50,0,32506.681290099972
L-2283,SYN-2283,431860,24.0,20.08,26,1,170226.07493872882
L-2284,SYN-2284,886599,36.0,13.08,11,0,477791.90325279254
L-2285,SYN-2285,660836,60.00000000000001,19.38,44,0,0.0
L-2286,SYN-2286,638582,48.0,19.53,58,0,12748.980793506764
L-2287,SYN-2287,451474,24.0,14.03,25,0,289065.60479046236
L-2288,SYN-2288,665911,48.0,21.59,26,0,0.0
L-2289,SYN-2289,547677,59.99999999999999,12.26,24,0,0.0
L-2290,SYN-2290,231045,48.0,23.85,20,0,160459.93890793523
L-2291,SYN-2291,605703,12.0,21.05,42,0,77289.44835168617
L-2292,SYN-2292,256946,36.0,15.75,8,0,0.0
L-2293,SYN-2293,130682,36.0,10.12,47,0,35063.16123303923
L-2294,SYN-2294,208511,24.0,9.68,46,0,0.0
L-2295,SYN-2295,861367,48.0,7.82,46,0,0.0
L-2296,SYN-2296,52528,12.0,12.67,47,0,0.0
L-2297,SYN-2297,514234,12.0,19.92,37,0,0.0
L-2298,SYN-2298,632543,60.0,25.47,45,0,400236.3942864884
L-2299,SYN-2299,366712,60.0,20.99,58,0,0.0
L-2300,SYN-2300,974535,12.0,24.0,60,0,587898.8245252869
L-2301,SYN-2301,680691,24.0,7.17,3,0,280436.55571049155
L-2302,SYN-2302,895601,60.0,19.77,3,0,0.0
L-2303,SYN-2303,582538,12.0,18.48,20,1,331999.29797992244
L-2304,SYN-2304,76384,36.0,27.87,38,0,44101.83639660474
L-2305,SYN-2305,100567,36.0,14.91,48,0,0.0
L-2306,SYN-2306,593385,48.0,24.02,40,0,0.0
L-2307,SYN-2307,160793,24.0,27.99,9,0,39035.483847776886
L-2308,SYN-2308,73111,24.0,27.18,7,0,0.0
L-2309,SYN-2309,354728,48.0,27.22,56,0,143514.47488862093
L-2310,SYN-2310,206271,36.0,18.89,58,0,0.0
L-2311,SYN-2311,104079,48.0,24.18,20,0,0.0
L-2312,SYN-2312,871476,36.0,19.28,47,0,0.0
L-2313,SYN-2313,938390,24.0,15.16,58,0,168228.50303092954
L-2314,SYN-2314,809162,36.0,22.65,26,0,0.0
L-2315,SYN-2315,569502,12.0,22.94,28,0,0.0
L-2316,SYN-2316,587175,12.0,11.43,21,0,0.0
L-2317,SYN-2317,940623,12.0,13.37,35,0,0.0
L-2318,SYN-2318,354822,12.0,15.36,25,1,248556.5472825656
L-2319,SYN-2319,790758,60.0,25.43,15,0,80390.45228903137
L-2320,SYN-2320,287093,12.0,16.91,12,0,0.0
L-2321,SYN-2321,629426,48.0,15.1,9,0,449460.7214384814
L-2322,SYN-2322,752022,60.0,14.65,56,0,151183.751915195
L-2323,SYN-2323,620517,48.0,9.49,50,1,250192.10040279955
L-2324,SYN-2324,654618,24.0,13.56,5,0,331754.7764627735
L-2325,SYN-2325,342818,24.0,21.18,33,0,149667.67107242704
L-2326,SYN-2326,584717,12.0,19.38,3,0,178170.51372169208
L-2327,SYN-2327,255672,24.0,14.78,41,0,93777.21491251254
L-2328,SYN-2328,771776,24.0,9.92,29,0,107441.84000200698
L-2329,SYN-2329,406994,24.0,26.02,10,0,0.0
L-2330,SYN-2330,686838,36.0,27.27,43,0,0.0
L-2331,SYN-2331,911081,12.0,10.38,53,0,0.0
L-2332,SYN-2332,190720,60.0,7.37,58,0,148480.83383929162
L-2333,SYN-2333,490920,24.0,18.84,26,0,294120.1158932282
L-2334,SYN-2334,742626,60.0,13.01,32,0,126868.49274299674
L-2335,SYN-2335,150120,36.0,21.63,42,0,0.0
L-2336,SYN-2336,245327,24.0,22.46,10,0,130117.465030696
L-2337,SYN-2337,497691,48.0,24.99,43,1,254710.72786192418
L-2338,SYN-2338,830863,36.0,16.88,44,0,0.0
L-2339,SYN-2339,797037,12.0,8.67,58,0,146948.85356958178
L-2340,SYN-2340,312482,24.0,22.58,57,0,198077.43175371873
L-2341,SYN-2341,723616,60.0,16.39,48,0,0.0
L-2342,SYN-2342,412589,24.0,10.96,50,0,107108.90973557795
L-2343,SYN-2343,670204,24.0,26.76,11,0,474543.33858171664
L-2344,SYN-2344,566465,48.0,16.47,14,0,202069.97810339273
L-2345,SYN-2345,405547,12.0,10.46,9,0,0.0
L-2346,SYN-2346,969878,36.0,10.92,9,0,239763.04182378034
L-2347,SYN-2347,86538,24.0,21.93,15,0,0.0
L-2348,SYN-2348,465483,60.0,17.27,56,0,302130.24035943137
L-2349,SYN-2349,66582,36.0,16.7,60,0,0.0
L-2350,SYN-2350,666401,60.00000000000001,12.18,45,0,0.0
L-2351,SYN-2351,518791,48.0,8.18,27,0,0.0
L-2352,SYN-2352,919680,24.0,21.33,14,0,474712.3483207638
L-2353,SYN-2353,107221,24.0,27.81,23,0,35999.360634065546
L-2354,SYN-2354,747475,48.0,19.43,21,0,0.0
L-2355,SYN-2355,726168,48.0,18.03,53,0,0.0
L-2356,SYN-2356,647171,60.00000000000001,23.54,16,0,0.0
L-2357,SYN-2357,132238,24.0,25.26,23,0,67411.08689881547
L-2358,SYN-2358,873325,60.0,9.84,7,0,0.0
L-2359,SYN-2359,834673,48.0,10.63,43,0,0.0
L-2360,SYN-2360,141629,60.00000000000001,12.9,16,0,0.0
L-2361,SYN-2361,194325,48.0,21.17,35,0,0.0
L-2362,SYN-2362,976250,36.0,13.13,39,0,0.0
L-2363,SYN-2363,761947,48.0,18.97,48,0,0.0
L-2364,SYN-2364,211167,24.0,7.43,38,0,133287.6445574071
L-2365,SYN-2365,152149,36.0,10.74,55,0,7024.259332018842
L-2366,SYN-2366,241055,36.0,8.8,34,0,48858.59276207991
L-2367,SYN-2367,660995,12.0,18.87,28,0,0.0
L-2368,SYN-2368,872610,12.0,20.94,3,1,656252.2664306418
L-2369,SYN-2369,589853,48.0,25.9,20,0,404784.5464841223
L-2370,SYN-2370,993516,36.0,25.41,49,0,0.0
L-2371,SYN-2371,494112,36.0,21.78,11,0,0.0
L-2372,SYN-2372,258011,12.0,26.95,25,0,95928.20078478541
L-2373,SYN-2373,829031,36.0,8.34,44,0,0.0
L-2374,SYN-2374,265662,24.0,13.88,30,0,0.0
L-2375,SYN-2375,762869,48.0,17.45,16,0,0.0
L-2376,SYN-2376,910650,24.0,15.15,56,0,0.0
L-2377,SYN-2377,555525,36.0,8.01,45,0,287564.54269242455
L-2378,SYN-2378,508860,60.0,8.94,3,0,256281.50497849577
L-2379,SYN-2379,769032,24.0,25.22,4,0,578540.1273442236
L-2380,SYN-2380,654421,60.0,7.74,56,0,464581.09103994566
L-2381,SYN-2381,482330,60.0,23.02,56,0,306242.7805939097
L-2382,SYN-2382,991540,12.0,16.65,51,0,182652.29127286014
L-2383,SYN-2383,458995,48.0,17.51,54,0,0.0
L-2384,SYN-2384,102866,24.0,10.23,51,0,0.0
L-2385,SYN-2385,938737,60.0,14.81,12,0,334557.8146118822
L-2386,SYN-2386,821675,48.0,17.28,23,0,368265.54054363683
L-2387,SYN-2387,148164,12.0,20.88,14,0,70571.94959561797
L-2388,SYN-2388,901121,48.0,24.66,20,0,489077.25739964633
L-2389,SYN-2389,125472,24.0,21.28,8,0,0.0
L-2390,SYN-2390,876985,60.0,11.3,28,0,540879.1600183512
L-2391,SYN-2391,464040,24.0,25.07,31,0,0.0
L-2392,SYN-2392,318085,24.0,19.18,51,1,160199.62779576145
L-2393,SYN-2393,927489,36.0,15.26,28,0,483737.91567114595
L-2394,SYN-2394,260608,48.0,10.05,10,0,141525.3018441932
L-2395,SYN-2395,457729,36.0,8.19,35,0,0.0
L-2396,SYN-2396,899152,12.0,25.29,56,0,147088.10655871496
L-2397,SYN-2397,735806,36.0,23.07,60,0,0.0
L-2398,SYN-2398,771238,48.0,22.72,45,0,0.0
L-2399,SYN-2399,432615,24.0,17.14,43,0,0.0
L-2400,SYN-2400,674633,36.0,19.2,37,0,376160.8189815296
L-2401,SYN-2401,400894,36.0,13.26,40,0,0.0
L-2402,SYN-2402,547238,12.0,27.7,47,0,0.0
L-2403,SYN-2403,688566,60.0,26.54,23,0,0.0
L-2404,SYN-2404,912026,48.0,7.2,45,0,566134.9065778605
L-2405,SYN-2405,915468,12.0,11.46,11,0,0.0
L-2406,SYN-2406,543842,36.0,15.83,13,0,237125.05735151336
L-2407,SYN-2407,611768,36.0,8.59,34,0,0.0
L-2408,SYN-2408,827885,60.0,27.81,36,0,0.0
L-2409,SYN-2409,727534,36.0,8.33,40,0,49456.85949700039
L-2410,SYN-2410,506899,36.0,14.06,41,0,149474.97480635493
L-2411,SYN-2411,975798,24.0,21.51,23,0,0.0
L-2412,SYN-2412,961869,48.0,11.09,53,0,0.0
L-2413,SYN-2413,623506,24.0,19.78,17,0,71688.02024700887
L-2414,SYN-2414,945338,48.0,18.07,34,0,0.0
L-2415,SYN-2415,253304,36.0,23.86,41,0,191137.28631915888
L-2416,SYN-2416,480480,60.0,20.95,57,0,106466.87613648624
L-2417,SYN-2417,427420,36.0,7.71,46,0,0.0
L-2418,SYN-2418,157697,12.0,26.39,10,0,0.0
L-2419,SYN-2419,811239,12.0,18.05,6,0,261622.17016721907
L-2420,SYN-2420,375581,36.0,22.75,50,0,0.0
L-2421,SYN-2421,732109,12.0,13.72,3,0,0.0
L-2422,SYN-2422,722923,60.0,25.68,55,0,0.0
L-2423,SYN-2423,892756,36.0,12.33,30,0,379521.7001603244
L-2424,SYN-2424,859446,60.0,27.05,27,0,435910.9330464756
L-2425,SYN-2425,457541,36.0,12.09,17,0,0.0
L-2426,SYN-2426,514189,36.0,22.62,29,0,197247.7090830137
L-2427,SYN-2427,987599,24.0,10.28,58,0,705171.0742743138
L-2428,SYN-2428,576383,12.0,19.94,7,0,223601.2258359731
L-2429,SYN-2429,266778,60.0,25.61,34,0,0.0
L-2430,SYN-2430,102721,36.0,27.24,10,0,74639.8547175406
L-2431,SYN-2431,54094,36.0,16.94,51,0,0.0
L-2432,SYN-2432,956282,60.0,15.97,41,0,449451.16226265166
L-2433,SYN-2433,522799,24.0,27.51,29,0,0.0
L-2434,SYN-2434,837558,36.0,19.19,41,0,199699.89435665292
L-2435,SYN-2435,805704,24.0,15.17,26,0,340793.1783866014
L-2436,SYN-2436,417079,60.0,16.46,22,0,0.0
L-2437,SYN-2437,763001,36.0,25.97,58,0,69116.58968872942
L-2438,SYN-2438,712435,60.0,18.24,19,0,0.0
L-2439,SYN-2439,680117,48.0,8.35,30,0,0.0
L-2440,SYN-2440,239887,36.0,17.06,33,0,84169.29447506106
L-2441,SYN-2441,215476,12.0,9.97,35,0,63641.374644091666
L-2442,SYN-2442,996302,12.0,23.49,42,0,0.0
L-2443,SYN-2443,640123,60.0,16.85,26,0,0.0
L-2444,SYN-2444,613993,24.0,9.66,14,0,382626.6256488987
L-2445,SYN-2445,112637,36.0,19.37,23,0,0.0
L-2446,SYN-2446,509433,24.0,14.98,38,0,297246.80790271546
L-2447,SYN-2447,120419,60.0,11.71,22,0,12107.893714712232
L-2448,SYN-2448,739656,48.0,9.17,11,0,554881.9446375611
L-2449,SYN-2449,108012,48.0,14.06,15,0,0.0
L-2450,SYN-2450,969372,36.0,19.86,33,0,0.0
L-2451,SYN-2451,663751,60.0,7.42,28,0,98715.43472333504
L-2452,SYN-2452,788119,12.0,19.48,3,0,0.0
L-2453,SYN-2453,851014,36.0,20.29,35,0,0.0
L-2454,SYN-2454,866072,48.0,27.67,32,0,32842.912589653686
L-2455,SYN-2455,541638,48.0,11.61,44,0,0.0
L-2456,SYN-2456,959785,48.0,24.76,29,1,437188.03491955093
L-2457,SYN-2457,572809,59.99999999999999,24.02,24,0,0.0
L-2458,SYN-2458,840710,12.0,21.41,21,0,31186.519131987974
L-2459,SYN-2459,788466,24.0,19.61,13,0,0.0
L-2460,SYN-2460,814761,12.0,21.41,4,0,0.0
L-2461,SYN-2461,795191,24.0,21.48,12,0,328759.75880161196
L-2462,SYN-2462,412421,36.0,15.1,4,0,25870.14705687817
