customer_id,age,city,occupation,monthly_salary,credit_score
SYN-2205,44,Pune,Salaried,137020,831
SYN-2206,25,Bangalore,Business,60270,612
SYN-2207,65,Bangalore,Business,163163,761
SYN-2208,54,Delhi,Salaried,185446,579
SYN-2209,27,Chennai,Salaried,151789,697
SYN-2210,48,Chennai,Business,93068,819
SYN-2211,57,Chennai,Business,59003,838
SYN-2212,52,Chennai,Business,154107,642
SYN-2213,60,Delhi,Business,75739,550
SYN-2214,28,Mumbai,Business,188960,610
SYN-2215,34,Chennai,Business,133538,573
SYN-2216,42,Bangalore,Salaried,27961,653
SYN-2217,65,Bangalore,Business,42782,707
SYN-2218,40,Chennai,Business,26607,608
SYN-2219,64,Bangalore,Business,128821,841
SYN-2220,60,Mumbai,Salaried,75860,719
SYN-2221,42,Pune,Business,34321,619
SYN-2222,51,Delhi,Business,165762,721
SYN-2223,50,Pune,Salaried,161596,703
SYN-2224,57,Bangalore,Salaried,79594,845
SYN-2225,64,Bangalore,Business,42357,626
SYN-2226,38,Mumbai,Business,123367,823
SYN-2227,31,Chennai,Business,74120,609
SYN-2228,40,Bangalore,Salaried,96171,761
SYN-2229,26,Pune,Salaried,122408,781
SYN-2230,40,Delhi,Business,70878,607
SYN-2231,44,Mumbai,Salaried,49275,777
SYN-2232,53,Mumbai,Business,156086,628
SYN-2233,33,Bangalore,Business,162265,708
SYN-2234,41,Delhi,Salaried,160304,617
SYN-2235,34,Mumbai,Business,126603,817
SYN-2236,28,Mumbai,Business,36542,594
SYN-2237,42,Pune,Salaried,52027,816
SYN-2238,63,Bangalore,Salaried,176403,709
SYN-2239,61,Delhi,Business,77574,648
SYN-2240,39,Bangalore,Business,140635,610
SYN-2241,38,Delhi,Salaried,96732,608
SYN-2242,21,Chennai,Salaried,79153,827
SYN-2243,43,Chennai,Business,96054,622
SYN-2244,39,Chennai,Salaried,69898,586
SYN-2245,40,Chennai,Business,166709,777
SYN-2246,24,Delhi,Salaried,148400,575
SYN-2247,27,Pune,Salaried,47575,768
SYN-2248,46,Delhi,Business,186563,732
SYN-2249,40,Bangalore,Salaried,164849,590
SYN-2250,50,Chennai,Salaried,49357,789
SYN-2251,27,Pune,Business,193930,788
SYN-2252,51,Delhi,Salaried,62675,682
SYN-2253,44,Pune,Salaried,199373,719
SYN-2254,41,Pune,Business,32933,583
SYN-2255,51,Mumbai,Business,150475,786
SYN-2256,31,Bangalore,Business,183450,844
SYN-2257,29,Chennai,Salaried,131348,604
SYN-2258,41,Chennai,Salaried,104198,822
SYN-2259,50,Pune,Business,87541,674
SYN-2260,56,Delhi,Business,125615,583
SYN-2261,42,Delhi,Business,139125,840
SYN-2262,42,Chennai,Salaried,70373,589
SYN-2263,57,Pune,Salaried,180232,787
SYN-2264,41,Chennai,Salaried,141710,640
SYN-2265,40,Pune,Salaried,181830,605
SYN-2266,64,Chennai,Business,110828,803
SYN-2267,62,Mumbai,Salaried,82045,621
SYN-2268,58,Mumbai,Salaried,198246,626
SYN-2269,49,Chennai,Business,127231,845
SYN-2270,49,Delhi,Salaried,107994,703
SYN-2271,57,Bangalore,Business,115246,595
SYN-2272,58,Mumbai,Business,58437,700
SYN-2273,24,Bangalore,Salaried,25221,836
SYN-2274,43,Mumbai,Business,33174,670
SYN-2275,48,Chennai,Business,188896,712
SYN-2276,45,Pune,Business,139082,829
SYN-2277,34,Delhi,Business,61456,646
SYN-2278,56,Pune,Business,134375,628
SYN-2279,39,Delhi,Salaried,28041,586
SYN-2280,62,Mumbai,Salaried,152585,773
SYN-2281,29,Mumbai,Salaried,193360,762
SYN-2282,50,Chennai,Business,188380,642
SYN-2283,50,Chennai,Business,169716,780
SYN-2284,45,Bangalore,Salaried,73704,767
SYN-2285,59,Mumbai,Business,87062,806
SYN-2286,38,Pune,Business,33771,569
SYN-2287,57,Pune,Business,54665,847
SYN-2288,51,Mumbai,Salaried,162994,693
SYN-2289,50,Chennai,Salaried,162194,595
SYN-2290,36,Pune,Salaried,191117,826
SYN-2291,58,Bangalore,Salaried,115058,823
SYN-2292,21,Pune,Business,159391,790
SYN-2293,57,Bangalore,Business,117514,700
SYN-2294,39,Delhi,Salaried,181666,705
SYN-2295,57,Bangalore,Salaried,189967,792
SYN-2296,58,Delhi,Salaried,197050,699
SYN-2297,60,Mumbai,Business,152076,592
SYN-2298,29,Chennai,Salaried,97836,679
SYN-2299,29,Chennai,Business,97146,681
SYN-2300,21,Mumbai,Salaried,180128,627
SYN-2301,63,Pune,Business,70979,683
SYN-2302,65,Delhi,Business,72398,820
SYN-2303,23,Bangalore,Salaried,63029,628
SYN-2304,52,Pune,Business,87376,775
SYN-2305,61,Delhi,Salaried,176455,726
SYN-2306,24,Bangalore,Salaried,38768,635
SYN-2307,50,Pune,Business,104001,793
SYN-2308,55,Delhi,Business,127254,792
SYN-2309,37,Delhi,Business,28109,697
SYN-2310,49,Pune,Business,164002,571
SYN-2311,27,Chennai,Business,138190,689
SYN-2312,42,Bangalore,Business,50762,680
SYN-2313,62,Chennai,Business,145876,673
SYN-2314,64,Chennai,Salaried,161302,722
SYN-2315,64,Delhi,Business,168553,555
SYN-2316,64,Mumbai,Salaried,28135,760
SYN-2317,27,Chennai,Salaried,141901,729
SYN-2318,35,Bangalore,Business,75614,567
SYN-2319,22,Chennai,Salaried,39911,661
SYN-2320,59,Mumbai,Salaried,47645,616
SYN-2321,45,Chennai,Salaried,54057,644
SYN-2322,37,Bangalore,Business,198140,588
SYN-2323,61,Pune,Business,136931,715
SYN-2324,37,Delhi,Salaried,97689,581
SYN-2325,45,Pune,Business,40744,682
SYN-2326,37,Delhi,Business,43192,801
SYN-2327,33,Chennai,Business,71777,801
SYN-2328,27,Delhi,Business,82248,604
SYN-2329,49,Bangalore,Salaried,34138,587
SYN-2330,25,Chennai,Business,141885,559
SYN-2331,52,Delhi,Salaried,34918,749
SYN-2332,38,Delhi,Business,127584,844
SYN-2333,21,Chennai,Business,150341,773
SYN-2334,46,Mumbai,Salaried,25867,746
SYN-2335,65,Pune,Salaried,173699,824
SYN-2336,43,Bangalore,Business,130018,578
SYN-2337,61,Mumbai,Business,165149,724
SYN-2338,26,Pune,Business,194814,653
SYN-2339,32,Chennai,Salaried,125706,647
SYN-2340,40,Pune,Salaried,190312,733
SYN-2341,52,Mumbai,Business,74666,621
SYN-2342,23,Delhi,Salaried,180437,672
SYN-2343,52,Pune,Salaried,166702,707
SYN-2344,52,Chennai,Business,29303,568
SYN-2345,42,Mumbai,Business,36223,757
SYN-2346,28,Delhi,Business,165656,626
SYN-2347,58,Delhi,Salaried,34667,622
SYN-2348,52,Mumbai,Business,187102,573
SYN-2349,36,Delhi,Salaried,70154,575
SYN-2350,40,Mumbai,Business,185229,637
SYN-2351,58,Mumbai,Salaried,54931,804
SYN-2352,59,Chennai,Salaried,41543,653
SYN-2353,48,Bangalore,Business,109996,611
SYN-2354,64,Chennai,Salaried,109302,659
SYN-2355,23,Chennai,Salaried,112950,582
SYN-2356,28,Bangalore,Salaried,133830,636
SYN-2357,65,Bangalore,Salaried,139992,674
SYN-2358,58,Mumbai,Salaried,51205,742
SYN-2359,31,Mumbai,Business,46160,553
SYN-2360,21,Delhi,Salaried,195853,695
SYN-2361,47,Pune,Salaried,79043,623
SYN-2362,61,Bangalore,Business,133011,672
SYN-2363,32,Chennai,Salaried,181309,642
SYN-2364,52,Chennai,Salaried,189414,704
SYN-2365,43,Pune,Salaried,171200,670
SYN-2366,33,Mumbai,Salaried,187246,735
SYN-2367,55,Chennai,Salaried,146691,656
SYN-2368,38,Mumbai,Salaried,54538,626
SYN-2369,64,Pune,Business,71222,631
SYN-2370,63,Mumbai,Salaried,194046,736
SYN-2371,39,Delhi,Business,90898,721
SYN-2372,60,Pune,Salaried,52373,576
SYN-2373,55,Delhi,Salaried,32619,798
SYN-2374,53,Mumbai,Salaried,86682,777
SYN-2375,58,Chennai,Business,134855,651
SYN-2376,64,Bangalore,Salaried,53870,716
SYN-2377,35,Mumbai,Salaried,133159,652
SYN-2378,45,Delhi,Salaried,148467,849
SYN-2379,52,Mumbai,Business,62995,660
SYN-2380,60,Pune,Salaried,126536,741
SYN-2381,29,Pune,Salaried,190680,733
SYN-2382,38,Delhi,Business,58347,566
SYN-2383,65,Chennai,Salaried,98558,619
SYN-2384,28,Pune,Business,134634,637
SYN-2385,42,Delhi,Business,183239,630
SYN-2386,61,Chennai,Salaried,176551,833
SYN-2387,35,Mumbai,Business,161778,800
SYN-2388,34,Chennai,Business,146310,692
SYN-2389,21,Pune,Salaried,89967,717
SYN-2390,48,Chennai,Salaried,180129,626
SYN-2391,57,Mumbai,Business,36593,570
SYN-2392,51,Chennai,Salaried,136594,821
SYN-2393,46,Pune,Salaried,143604,803
SYN-2394,36,Mumbai,Salaried,131592,661
SYN-2395,29,Bangalore,Business,87668,596
SYN-2396,22,Pune,Business,67415,785
SYN-2397,57,Chennai,Salaried,144233,787
SYN-2398,29,Pune,Salaried,122103,787
SYN-2399,61,Mumbai,Salaried,125893,720
SYN-2400,54,Mumbai,Business,136647,688
SYN-2401,65,Chennai,Salaried,46222,721
SYN-2402,24,Chennai,Business,38516,606
SYN-2403,45,Bangalore,Business,187302,570
SYN-2404,44,Bangalore,Salaried,194914,836
SYN-2405,25,Chennai,Salaried,61282,721
SYN-2406,36,Chennai,Salaried,195141,794
SYN-2407,58,Delhi,Salaried,109007,730
SYN-2408,38,Chennai,Business,97651,577
SYN-2409,25,Bangalore,Business,143596,798
SYN-2410,53,Chennai,Salaried,148250,822
SYN-2411,64,Chennai,Business,143483,738
SYN-2412,64,Mumbai,Salaried,145028,594
SYN-2413,26,Pune,Salaried,100595,589
SYN-2414,27,Delhi,Business,54366,625
SYN-2415,52,Delhi,Salaried,161495,561
SYN-2416,39,Pune,Salaried,149231,727
SYN-2417,47,Pune,Salaried,101419,646
SYN-2418,25,Mumbai,Salaried,161215,721
SYN-2419,47,Chennai,Business,196903,717
SYN-2420,52,Chennai,Business,145063,705
SYN-2421,57,Delhi,Business,70019,683
SYN-2422,35,Pune,Business,100535,574
SYN-2423,30,Bangalore,Business,144518,635
SYN-2424,60,Delhi,Business,72783,639
SYN-2425,65,Delhi,Salaried,87365,609
SYN-2426,23,Bangalore,Salaried,140576,683
SYN-2427,44,Delhi,Salaried,172452,567
SYN-2428,63,Bangalore,Business,63782,740
SYN-2429,49,Chennai,Salaried,164891,704
SYN-2430,28,Mumbai,Business,155919,624
SYN-2431,50,Bangalore,Salaried,26125,829
SYN-2432,53,Bangalore,Business,149232,698
SYN-2433,57,Delhi,Business,113784,607
SYN-2434,51,Mumbai,Salaried,169430,609
SYN-2435,40,Mumbai,Business,186879,662
SYN-2436,49,Bangalore,Salaried,110555,578
SYN-2437,59,Delhi,Salaried,97856,650
SYN-2438,22,Mumbai,Business,47905,812
SYN-2439,46,Delhi,Business,108298,811
SYN-2440,24,Bangalore,Business,63783,768
SYN-2441,44,Pune,Business,28195,695
SYN-2442,43,Bangalore,Business,141805,837
SYN-2443,26,Delhi,Business,133949,776
SYN-2444,39,Delhi,Business,133578,621
SYN-2445,58,Chennai,Salaried,62654,656
SYN-2446,40,Pune,Business,42331,742
SYN-2447,26,Mumbai,Business,192459,689
SYN-2448,47,Delhi,Business,173875,620
SYN-2449,33,Delhi,Business,100881,833
SYN-2450,52,Mumbai,Business,178408,705
SYN-2451,52,Chennai,Business,83856,563
SYN-2452,21,Delhi,Business,103687,791
SYN-2453,28,Bangalore,Business,72021,801
SYN-2454,65,Delhi,Salaried,56288,691
SYN-2455,52,Mumbai,Business,177322,796
SYN-2456,57,Pune,Business,189625,793
SYN-2457,65,Mumbai,Business,159355,844
SYN-2458,22,Bangalore,Salaried,177477,579
SYN-2459,30,Bangalore,Business,60519,732
SYN-2460,31,Mumbai,Business,119676,764
SYN-2461,61,Bangalore,Salaried,100984,699
SYN-2462,54,Mumbai,Salaried,189634,643
SYN-2463,27,Chennai,Salaried,167530,715
SYN-2464,41,Bangalore,Business,120033,599
SYN-2465,55,Chennai,Business,62674,556
SYN-2466,29,Chennai,Business,122783,798
SYN-2467,47,Bangalore,Salaried,51848,661
SYN-2468,30,Chennai,Salaried,74392,836
SYN-2469,60,Chennai,Salaried,134404,785
SYN-2470,25,Mumbai,Salaried,29555,795
SYN-2471,43,Bangalore,Business,61441,776
SYN-2472,59,Chennai,Business,70143,705
SYN-2473,22,Mumbai,Salaried,58741,622
SYN-2474,65,Delhi,Business,57858,657
SYN-2475,29,Mumbai,Business,54287,589
SYN-2476,22,Pune,Business,36145,650
SYN-2477,27,Mumbai,Salaried,147967,610
SYN-2478,37,Mumbai,Salaried,104074,555
SYN-2479,27,Mumbai,Salaried,179036,652
SYN-2480,32,Bangalore,Salaried,48797,624
SYN-2481,38,Chennai,Business,117327,632
SYN-2482,53,Chennai,Salaried,157358,841
SYN-2483,25,Mumbai,Salaried,163631,661
SYN-2484,33,Bangalore,Salaried,165804,552
SYN-2485,27,Delhi,Business,121066,644
SYN-2486,49,Mumbai,Salaried,118014,744
SYN-2487,48,Delhi,Salaried,131844,607
SYN-2488,41,Mumbai,Business,53918,816
SYN-2489,29,Pune,Business,100568,835
SYN-2490,23,Mumbai,Business,154423,609
SYN-2491,45,Bangalore,Business,182388,709
SYN-2492,64,Pune,Salaried,170205,758
SYN-2493,39,Pune,Salaried,43247,793
SYN-2494,64,Bangalore,Salaried,28351,801
SYN-2495,64,Mumbai,Business,139834,817
SYN-2496,63,Mumbai,Salaried,62582,752
SYN-2497,46,Chennai,Salaried,69229,583
SYN-2498,44,Delhi,Business,77497,756
SYN-2499,28,Delhi,Business,155838,692
SYN-2500,58,Chennai,Business,193776,754
SYN-2501,43,Pune,Business,152017,811
SYN-2502,38,Delhi,Business,53321,612
SYN-2503,37,Pune,Business,85508,618
SYN-2504,22,Mumbai,Salaried,42885,805
SYN-2505,64,Mumbai,Salaried,125304,717
SYN-2506,30,Bangalore,Salaried,45058,816
SYN-2507,52,Pune,Salaried,101955,804
SYN-2508,52,Chennai,Business,167196,725
SYN-2509,55,Chennai,Salaried,33283,770
SYN-2510,28,Pune,Business,107459,742
SYN-2511,49,Pune,Salaried,33613,640
SYN-2512,56,Bangalore,Salaried,153838,770
SYN-2513,29,Bangalore,Business,152783,606
SYN-2514,57,Pune,Business,149757,837
SYN-2515,31,Chennai,Salaried,127599,684
SYN-2516,52,Chennai,Business,186727,730
SYN-2517,39,Bangalore,Salaried,32378,573
SYN-2518,29,Bangalore,Business,178083,563
SYN-2519,61,Bangalore,Business,50519,769
SYN-2520,43,Bangalore,Business,117083,578
SYN-2521,63,Delhi,Salaried,86504,709
SYN-2522,58,Mumbai,Salaried,104930,608
SYN-2523,42,Delhi,Salaried,166142,716
SYN-2524,23,Pune,Business,173910,813
SYN-2525,47,Bangalore,Salaried,148129,561
SYN-2526,41,Pune,Business,109520,843
SYN-2527,27,Pune,Salaried,78977,722
SYN-2528,52,Chennai,Business,68680,703
SYN-2529,44,Pune,Salaried,155272,588
SYN-2530,55,Delhi,Business,94508,574
SYN-2531,40,Chennai,Business,84214,597
SYN-2532,58,Mumbai,Business,96660,584
SYN-2533,57,Chennai,Business,136963,657
SYN-2534,43,Mumbai,Business,157288,703
SYN-2535,48,Chennai,Business,77448,762
SYN-2536,46,Bangalore,Business,168540,642
SYN-2537,22,Chennai,Salaried,176216,805
SYN-2538,34,Pune,Business,192228,822
SYN-2539,60,Pune,Salaried,161909,652
SYN-2540,44,Pune,Salaried,88012,627
SYN-2541,64,Bangalore,Business,132547,713
SYN-2542,25,Delhi,Business,94975,696
SYN-2543,62,Delhi,Business,182609,670
SYN-2544,46,Delhi,Salaried,64311,648
SYN-2545,22,Delhi,Business,146676,798
SYN-2546,56,Pune,Business,194586,568
SYN-2547,33,Delhi,Business,60764,564
SYN-2548,37,Bangalore,Salaried,193897,571
SYN-2549,52,Mumbai,Salaried,47001,710
SYN-2550,59,Bangalore,Salaried,131694,736
SYN-2551,63,Mumbai,Business,61847,670
SYN-2552,28,Chennai,Salaried,161828,847
SYN-2553,54,Bangalore,Business,48658,671
SYN-2554,59,Mumbai,Business,111320,849
SYN-2555,45,Delhi,Business,82149,623
SYN-2556,27,Delhi,Salaried,96970,775
SYN-2557,47,Bangalore,Salaried,153544,823
SYN-2558,44,Mumbai,Business,168063,766
SYN-2559,51,Delhi,Business,62987,735
SYN-2560,51,Bangalore,Business,30524,567
SYN-2561,63,Mumbai,Salaried,91317,832
SYN-2562,45,Bangalore,Business,56995,823
SYN-2563,36,Pune,Business,27062,751
SYN-2564,37,Bangalore,Salaried,86724,702
SYN-2565,34,Delhi,Business,190505,712
SYN-2566,62,Pune,Salaried,96837,591
SYN-2567,52,Pune,Business,112221,766
SYN-2568,27,Delhi,Business,157732,583
SYN-2569,43,Pune,Business,143819,564
SYN-2570,24,Delhi,Business,193060,619
SYN-2571,21,Pune,Salaried,189704,706
SYN-2572,41,Chennai,Salaried,54052,630
SYN-2573,36,Chennai,Salaried,180717,760
SYN-2574,41,Pune,Business,59998,683
SYN-2575,32,Chennai,Business,98871,651
SYN-2576,26,Pune,Business,72681,751
SYN-2577,45,Chennai,Salaried,30435,561
SYN-2578,56,Chennai,Salaried,48324,786
SYN-2579,33,Bangalore,Salaried,38050,755
SYN-2580,60,Pune,Business,64125,595
SYN-2581,44,Delhi,Salaried,28700,819
SYN-2582,48,Pune,Business,56067,664
SYN-2583,34,Delhi,Business,100487,803
SYN-2584,45,Delhi,Business,79160,660
SYN-2585,39,Delhi,Business,72282,759
SYN-2586,30,Mumbai,Business,93629,670
SYN-2587,60,Pune,Salaried,121898,848
SYN-2588,64,Pune,Salaried,27705,790
SYN-2589,29,Bangalore,Business,80631,746
SYN-2590,48,Chennai,Business,44151,598
SYN-2591,56,Mumbai,Salaried,112257,670
SYN-2592,51,Bangalore,Salaried,26405,679
SYN-2593,53,Chennai,Business,104300,752
SYN-2594,63,Bangalore,Salaried,171685,571
SYN-2595,58,Delhi,Business,69529,807
SYN-2596,52,Bangalore,Business,59581,595
SYN-2597,41,Chennai,Business,62170,683
SYN-2598,28,Bangalore,Salaried,58520,805
SYN-2599,38,Bangalore,Business,99167,684
SYN-2600,60,Bangalore,Business,139235,634
SYN-2601,41,Pune,Salaried,170666,775
SYN-2602,24,Delhi,Salaried,39304,667
SYN-2603,32,Mumbai,Business,93216,633
SYN-2604,50,Pune,Salaried,154737,570
SYN-2605,49,Bangalore,Business,144998,802
SYN-2606,28,Delhi,Salaried,116646,597
SYN-2607,34,Bangalore,Salaried,69117,810
SYN-2608,38,Chennai,Salaried,177973,552
SYN-2609,54,Chennai,Salaried,134161,589
SYN-2610,36,Pune,Salaried,111155,563
SYN-2611,39,Mumbai,Business,122926,604
SYN-2612,41,Delhi,Salaried,46250,785
SYN-2613,63,Pune,Business,189719,687
SYN-2614,59,Mumbai,Business,36494,781
SYN-2615,41,Chennai,Salaried,80408,574
SYN-2616,62,Bangalore,Business,39558,586
SYN-2617,56,Chennai,Business,49261,754
SYN-2618,37,Delhi,Salaried,129573,595
SYN-2619,22,Delhi,Salaried,126843,756
SYN-2620,39,Delhi,Salaried,103262,801
SYN-2621,48,Bangalore,Salaried,119121,599
SYN-2622,44,Chennai,Salaried,153351,778
SYN-2623,45,Pune,Business,172602,766
SYN-2624,26,Pune,Business,185921,645
SYN-2625,48,Pune,Salaried,35600,812
SYN-2626,42,Pune,Salaried,194767,629
SYN-2627,52,Chennai,Salaried,101206,789
SYN-2628,48,Mumbai,Business,103746,626
SYN-2629,29,Bangalore,Salaried,162125,768
SYN-2630,39,Chennai,Salaried,169439,589
SYN-2631,23,Chennai,Salaried,158864,767
SYN-2632,47,Mumbai,Business,198239,841
SYN-2633,37,Bangalore,Business,178503,591
SYN-2634,53,Mumbai,Salaried,198428,786
SYN-2635,32,Delhi,Business,36864,592
SYN-2636,47,Bangalore,Business,178933,782
SYN-2637,63,Pune,Business,114478,645
SYN-2638,34,Delhi,Salaried,183348,682
SYN-2639,64,Mumbai,Business,165083,559
SYN-2640,21,Pune,Salaried,28487,637
SYN-2641,62,Pune,Business,131192,799
SYN-2642,40,Chennai,Business,128546,704
SYN-2643,26,Delhi,Salaried,28637,647
SYN-2644,28,Mumbai,Salaried,32029,657
SYN-2645,51,Delhi,Salaried,139239,825
SYN-2646,33,Mumbai,Business,146484,625
SYN-2647,51,Pune,Salaried,55528,635
SYN-2648,30,Pune,Business,148598,560
SYN-2649,49,Chennai,Salaried,77779,700
SYN-2650,57,Pune,Salaried,112516,554
SYN-2651,27,Pune,Business,154945,846
SYN-2652,59,Chennai,Business,34703,799
SYN-2653,46,Pune,Business,85792,581
SYN-2654,54,Mumbai,Business,176100,711
SYN-2655,56,Mumbai,Business,194948,763
SYN-2656,51,Mumbai,Business,188236,727
SYN-2657,49,Pune,Salaried,67292,697
SYN-2658,33,Pune,Business,139848,668
SYN-2659,53,Delhi,Business,182836,789
SYN-2660,29,Bangalore,Business,134277,734
SYN-2661,51,Delhi,Salaried,99044,594
SYN-2662,63,Pune,Salaried,70427,652
SYN-2663,31,Chennai,Business,51451,762
SYN-2664,52,Bangalore,Salaried,79901,835
SYN-2665,24,Mumbai,Business,93369,732
SYN-2666,64,Delhi,Salaried,156983,566
SYN-2667,25,Bangalore,Business,54876,666
SYN-2668,28,Chennai,Salaried,152497,682
SYN-2669,42,Bangalore,Salaried,171020,686
SYN-2670,30,Chennai,Salaried,38217,774
SYN-2671,50,Mumbai,Salaried,185057,602
SYN-2672,56,Mumbai,Salaried,68790,610
SYN-2673,34,Bangalore,Salaried,101578,776
SYN-2674,53,Pune,Salaried,65447,736
SYN-2675,42,Delhi,Salaried,77924,774
SYN-2676,47,Mumbai,Salaried,149168,724
SYN-2677,39,Chennai,Salaried,47343,686
SYN-2678,44,Pune,Business,190004,675
SYN-2679,30,Chennai,Business,84816,620
SYN-2680,48,Pune,Business,145259,814
SYN-2681,64,Bangalore,Salaried,141019,624
SYN-2682,21,Chennai,Salaried,47224,723
SYN-2683,41,Pune,Salaried,138789,581
SYN-2684,46,Mumbai,Salaried,175616,579
SYN-2685,61,Chennai,Business,134918,755
SYN-2686,64,Chennai,Business,107233,726
SYN-2687,21,Bangalore,Salaried,130889,778
SYN-2688,62,Delhi,Business,115505,757
SYN-2689,33,Bangalore,Salaried,34691,825
SYN-2690,42,Pune,Salaried,161438,826
SYN-2691,39,Delhi,Salaried,159131,832
SYN-2692,40,Chennai,Business,191641,631
SYN-2693,22,Mumbai,Business,88265,705
SYN-2694,48,Chennai,Salaried,40714,740
SYN-2695,37,Chennai,Business,57456,574
SYN-2696,62,Mumbai,Business,103108,843
SYN-2697,21,Pune,Business,86891,847
SYN-2698,57,Chennai,Salaried,116838,703
SYN-2699,39,Chennai,Salaried,124002,816
SYN-2700,36,Mumbai,Business,160384,848
SYN-2701,33,Bangalore,Business,50686,625
SYN-2702,48,Pune,Salaried,49182,581
SYN-2703,48,Delhi,Business,81304,778
SYN-2704,25,Bangalore,Business,179203,836
SYN-2705,54,Pune,Business,178171,805
SYN-2706,61,Pune,Business,153330,763
SYN-2707,31,Delhi,Salaried,152078,784
SYN-2708,29,Chennai,Salaried,80742,783
SYN-2709,51,Mumbai,Salaried,171545,739
SYN-2710,28,Chennai,Business,53923,611
SYN-2711,44,Chennai,Business,35559,817
SYN-2712,30,Mumbai,Business,104934,741
SYN-2713,40,Bangalore,Business,32334,623
SYN-2714,30,Chennai,Business,37753,706
SYN-2715,39,Delhi,Salaried,153134,551
SYN-2716,28,Chennai,Business,42711,572
SYN-2717,47,Pune,Business,173311,781
SYN-2718,42,Pune,Business,183783,617
SYN-2719,29,Chennai,Business,142946,779
SYN-2720,30,Bangalore,Salaried,188779,759
SYN-2721,45,Delhi,Business,113866,826
SYN-2722,23,Pune,Business,194323,595
SYN-2723,31,Mumbai,Business,172074,613
SYN-2724,62,Chennai,Salaried,75443,827
SYN-2725,57,Mumbai,Salaried,149737,807
SYN-2726,22,Mumbai,Salaried,29973,690
SYN-2727,34,Delhi,Business,47189,823
SYN-2728,59,Bangalore,Business,179374,573
SYN-2729,52,Mumbai,Business,139561,642
SYN-2730,47,Mumbai,Business,125141,681
SYN-2731,26,Mumbai,Salaried,167024,636
SYN-2732,39,Delhi,Salaried,91992,595
SYN-2733,30,Bangalore,Business,69352,580
SYN-2734,60,Bangalore,Salaried,32122,579
SYN-2735,40,Pune,Salaried,108896,622
SYN-2736,47,Bangalore,Business,123438,611
SYN-2737,24,Delhi,Salaried,181501,850
SYN-2738,36,Pune,Business,55167,687
SYN-2739,24,Bangalore,Business,169997,758
SYN-2740,25,Pune,Salaried,131822,669
SYN-2741,22,Bangalore,Salaried,89570,834
SYN-2742,62,Delhi,Business,173962,758
SYN-2743,49,Mumbai,Salaried,62320,741
SYN-2744,55,Delhi,Salaried,165911,766
SYN-2745,56,Pune,Salaried,25262,787
SYN-2746,60,Bangalore,Salaried,25142,580
SYN-2747,51,Bangalore,Business,124654,729
SYN-2748,61,Delhi,Business,36923,632
SYN-2749,55,Chennai,Salaried,103810,595
SYN-2750,46,Mumbai,Salaried,170877,693
SYN-2751,48,Delhi,Business,114819,683
SYN-2752,49,Bangalore,Salaried,198611,714
SYN-2753,42,Delhi,Business,182158,718
SYN-2754,22,Delhi,Salaried,184589,793
SYN-2755,21,Mumbai,Salaried,133308,834
SYN-2756,65,Pune,Business,166067,591
SYN-2757,62,Mumbai,Salaried,141700,613
SYN-2758,43,Pune,Business,126384,640
SYN-2759,65,Mumbai,Salaried,146292,739
SYN-2760,33,Pune,Salaried,83070,560
SYN-2761,38,Bangalore,Salaried,48584,705
SYN-2762,35,Delhi,Business,120158,568
SYN-2763,38,Pune,Salaried,26870,650
SYN-2764,61,Pune,Salaried,97704,841
SYN-2765,53,Pune,Salaried,169647,649
SYN-2766,63,Chennai,Salaried,42133,615
SYN-2767,25,Delhi,Business,174396,666
SYN-2768,54,Bangalore,Salaried,31060,822
SYN-2769,60,Bangalore,Business,25512,768
SYN-2770,62,Mumbai,Business,138389,758
SYN-2771,38,Mumbai,Business,154911,735
SYN-2772,54,Mumbai,Salaried,37311,692
SYN-2773,47,Chennai,Business,107900,552
SYN-2774,46,Delhi,Business,46445,842
SYN-2775,22,Delhi,Business,44514,677
SYN-2776,33,Delhi,Business,106475,582
SYN-2777,61,Mumbai,Salaried,150820,771
SYN-2778,22,Chennai,Business,90643,676
SYN-2779,27,Pune,Salaried,114339,577
SYN-2780,42,Chennai,Salaried,44113,774
SYN-2781,27,Pune,Salaried,47422,581
SYN-2782,23,Pune,Business,42046,615
SYN-2783,24,Pune,Salaried,104028,771
SYN-2784,25,Mumbai,Salaried,171606,576
SYN-2785,39,Pune,Business,50121,760
SYN-2786,35,Chennai,Salaried,143859,746
SYN-2787,50,Pune,Salaried,114028,563
SYN-2788,50,Chennai,Business,179091,648
SYN-2789,27,Mumbai,Salaried,181021,584
SYN-2790,58,Delhi,Salaried,192081,810
SYN-2791,37,Bangalore,Business,151195,777
SYN-2792,32,Delhi,Salaried,36552,580
SYN-2793,29,Bangalore,Business,159512,733
SYN-2794,40,Chennai,Salaried,63642,790
SYN-2795,40,Chennai,Business,101300,738
SYN-2796,21,Chennai,Salaried,40025,671
SYN-2797,53,Chennai,Salaried,135640,726
SYN-2798,33,Delhi,Salaried,42931,724
SYN-2799,33,Pune,Business,182224,719
SYN-2800,58,Chennai,Business,186507,703
SYN-2801,47,Bangalore,Salaried,52485,782
SYN-2802,23,Pune,Salaried,25969,664
SYN-2803,65,Delhi,Business,188556,659
SYN-2804,36,Pune,Business,123543,655
SYN-2805,46,Delhi,Salaried,120110,555
SYN-2806,25,Bangalore,Salaried,170409,608
SYN-2807,30,Bangalore,Business,75961,849
