loan_id,total_rec_late_fee,recoveries,last_pymnt_amnt,time_since_last_payment,total_rec_int,total_rec_prncp,loan_status_binary
L-2060,365.0610360223928,303.82730450130987,41.314044282436605,29,8236.5,29332.794196472456,0
L-2061,84.11507048524481,1955.0132655834245,45.26875969158944,20,74866.0,249460.34253609914,0
L-2062,469.78520489615244,213.94374801402304,26.064787127712723,18,18227.100000000002,43792.0585124214,0
L-2063,304.7516660745664,1219.1500233228123,12.314219235522971,6,66032.0,152961.2294309798,0
L-2064,0.0,0.0,2932.889677587953,0,21279.199165782138,101455.99796023508,1
L-2065,91.96103784577377,624.1318613496525,5.541466289382973,9,78506.1,138756.5515468821,0
L-2066,0.0,0.0,15479.628622979671,0,227690.54719088113,582665.1065482735,1
L-2067,0.0,0.0,10320.56736154923,1,143238.88080448422,608545.7982132196,1
L-2068,0.0,0.0,74239.7359632029,1,228260.659244129,424932.1737605356,1
L-2069,0.0,0.0,54391.95843999556,0,190524.936547962,569096.4694922722,1
L-2070,185.52912448075594,1747.892338027896,30.70547393729918,25,51185.9,165324.4172238937,0
L-2071,0.0,0.0,4479.916425664095,0,54879.1133720213,158063.62292780503,1
L-2072,0.0,0.0,13231.012543117258,0,221001.62016974975,614715.9086667713,1
L-2073,0.0,0.0,18250.7927473871,1,183063.16875952727,406481.83626117115,1
L-2074,65.79180056973894,1298.4327575387877,31.567105900298557,17,83085.40000000001,214556.01596350275,0
L-2075,0.0,0.0,10639.241728097535,0,100177.0539988564,323488.6684855852,1
L-2076,263.82129071793577,994.7053265967692,1.1697472790287822,32,93525.0,220151.51968892058,0
L-2077,0.0,0.0,97368.2431987287,1,274666.80689459987,967800.731913423,1
L-2078,257.8486951596518,210.86292502816178,40.58273200306953,18,67320.8,88206.40393959338,0
L-2079,65.17540647295864,427.83522962353766,38.06558476127602,13,64173.3,68209.41631121203,0
L-2080,143.03947027367929,1437.7841881985664,17.44565078393529,23,17270.600000000002,37504.41991068055,0
L-2081,114.77574621673409,1051.157177421781,16.094007202459075,32,16122.800000000001,62490.929722076326,0
L-2082,291.3630575650992,117.79100425682753,23.3469128351879,33,61089.100000000006,180547.07883516923,0
L-2083,302.58295031532566,1790.9207852275952,45.95686938023158,19,8047.900000000001,22653.335305398326,0
L-2084,284.32432519590833,566.2088371453269,35.70661226896588,16,15506.5,30145.05364398656,0
L-2085,0.0,0.0,9588.746524246757,0,70580.79593433981,448143.3884291474,1
L-2086,0.0,0.0,5813.027077329206,1,47179.493188347,207500.5294588849,1
L-2087,0.0,0.0,8514.981395327206,0,94146.87560577957,288357.3854537629,1
L-2088,0.0,0.0,72116.09926292363,0,189559.91044581032,479231.73699343204,1
L-2089,0.0,0.0,38550.2387780308,1,269773.9267982141,893479.7450207035,1
L-2090,0.0,0.0,25792.81574158599,1,147965.11035149675,496817.5248880067,1
L-2091,308.22307380588217,1704.1409247886836,30.85985860198463,20,5591.1,13326.134814048863,0
L-2092,497.12611254384456,962.341786690983,9.510629761781614,23,60855.5,173581.25677047807,0
L-2093,0.0,0.0,13153.094740082883,0,163568.22178210894,401692.32712914184,1
L-2094,76.29973356725237,489.55445660927677,5.827818901278498,32,19323.3,75444.09862133993,0
L-2095,460.24821998795585,1379.0568283847592,24.628281407638358,20,56939.9,68470.10141137392,0
L-2096,474.51141881518134,995.9365774023019,30.28281136803091,20,6481.5,19430.338881594453,0
L-2097,0.0,0.0,82322.91241033553,0,183440.49212520022,531286.0096823912,1
L-2098,0.0,0.0,96315.90796350938,1,285165.95528064267,560206.5988302899,1
L-2099,0.0,0.0,34848.10257964477,0,186956.07126524672,424813.9408800923,1
L-2100,236.58999223182727,455.25834562965764,16.558808470499148,24,65026.200000000004,259542.35275804478,0
L-2101,0.0,0.0,31464.306340236697,1,34225.64632072976,319960.7178832111,1
L-2102,0.0,0.0,9529.768774922868,0,128203.27759088615,423593.8961091827,1
L-2103,416.51765714226883,1507.8291475944288,36.70665255055869,33,35806.4,90111.10501532187,0
L-2104,0.0,0.0,35710.04758911447,0,152497.27857684722,618960.839430052,1
L-2105,346.52384933065537,599.8680530395834,5.752123736405363,6,66124.0,100513.31865177416,0
L-2106,0.0,0.0,1015.774241533549,0,12965.543471203857,65059.48694124128,1
L-2107,0.0,0.0,14040.508246719583,1,161979.4788854691,331403.1760639197,1
L-2108,0.0,0.0,35253.09081786105,0,221962.40603587308,506111.3816973479,1
L-2109,75.22816771382244,1382.9080099073597,8.009825769704037,9,54100.600000000006,191722.2762558724,0
L-2110,0.0,0.0,13937.544695355404,1,84508.30894182243,621434.1907699411,1
L-2111,383.3841394592093,703.258372000956,8.528611885069681,8,98768.20000000001,172384.2262914631,0
L-2112,252.41130058920268,1838.3303339276238,38.58401690793974,15,64158.0,200700.25593345685,0
L-2113,0.0,0.0,9118.959912835797,1,99101.86553177702,238154.02829259046,1
L-2114,0.0,0.0,25413.858231627677,1,171639.97693219924,499781.5838311919,1
L-2115,63.957525080451475,1019.9991582903111,27.7370402645022,13,26446.300000000003,97144.67897683225,0
L-2116,117.03338024232983,1122.040269337568,41.326228177258244,8,45042.9,64377.016246511135,0
L-2117,490.8911470691137,1807.6184183680425,45.51689189624354,31,63640.600000000006,90996.01823075673,0
L-2118,471.4040404951019,429.71359261286227,24.188201747591254,35,16056.1,48790.675850478096,0
L-2119,0.0,0.0,10322.441267958906,1,115337.23217730322,354974.7155954706,1
L-2120,0.0,0.0,14996.906175500268,1,267688.3257203608,862543.7895304109,1
L-2121,0.0,0.0,4712.0207535530535,0,20961.136429372447,89292.63273829027,1
L-2122,160.1111053728787,751.1776997337157,39.419256342464166,20,57793.8,196968.7542374363,0
L-2123,0.0,0.0,6032.0030255836655,0,72817.84183386731,223429.37053542046,1
L-2124,205.98998441379626,309.1800221441542,43.82780712998677,26,72466.2,193718.82804018032,0
L-2125,0.0,0.0,13065.775552120313,0,133549.22517990018,296827.1867877409,1
L-2126,0.0,0.0,15971.751727173885,0,142743.9437873405,391559.13696953165,1
L-2127,0.0,0.0,16343.866436700586,0,75118.93274809887,269019.3313880351,1
L-2128,0.0,0.0,26186.063552777952,0,233567.76371877862,821610.6985104769,1
L-2129,0.0,0.0,4196.484478311565,1,22664.36396861948,191567.38007391925,1
L-2130,203.58840011067863,205.1132119812323,22.537267708853044,23,59591.5,107077.40375573673,0
L-2131,0.0,0.0,7401.36085450104,1,110694.45027872674,220293.93146223103,1
L-2132,0.0,0.0,35134.09900133867,0,105565.4109618888,402123.26963261754,1
L-2133,0.0,0.0,22290.1869844417,1,103316.11633453229,387704.9059364671,1
L-2134,448.9029544060045,1091.6760536751506,34.38980988291763,33,60790.200000000004,117833.55817954506,0
L-2135,0.0,0.0,1866.3667175111323,1,23051.48052736971,90054.99068264256,1
L-2136,423.1836441645024,818.0266379025052,34.1008556064214,16,38558.4,95221.49296261932,0
L-2137,137.60327937202828,1507.0419144954512,3.426488689693341,19,83281.8,273347.6447819784,0
L-2138,0.0,0.0,7960.546496962001,1,60819.35711333795,125233.50757466865,1
L-2139,0.0,0.0,3002.6448125847323,1,15576.038229838672,53277.42912698159,1
L-2140,483.89316854732925,1643.6433988092072,29.25563424033022,22,60623.3,171419.8463033731,0
L-2141,341.67609223260155,353.493639812885,28.604699269018212,20,26236.7,58309.535697623774,0
L-2142,0.0,0.0,50694.5613299918,0,86948.5569952861,411769.8559628923,1
L-2143,263.4152162046791,1393.814831413247,2.1814670773809275,13,86044.20000000001,112337.59672952058,0
L-2144,371.1373301687325,1113.1489169084725,21.38673481778543,14,65817.90000000001,137607.69351415223,0
L-2145,105.48138254350788,696.6598401475655,24.622175882093273,23,23860.0,91481.81025827021,0
L-2146,0.0,0.0,20377.68023592162,0,200329.52803222387,409412.19159282517,1
L-2147,288.55179821664046,877.481771290349,42.08450796684499,34,24442.7,56433.21045436897,0
L-2148,0.0,0.0,29049.045070854496,1,73525.31826040901,408570.8941288697,1
L-2149,0.0,0.0,11524.848736319995,0,53618.102957929164,142300.50532759054,1
L-2150,0.0,0.0,19066.951252070077,1,118103.55773183309,553165.4586987154,1
L-2151,0.0,0.0,19090.835210206016,0,152503.26267722022,490545.83468474675,1
L-2152,0.0,0.0,30757.798393932906,1,129198.53925081938,655189.6222210007,1
L-2153,208.29234021446388,1675.2711098437683,44.51390346224692,32,30064.7,90420.50218030304,0
L-2154,104.54333614783373,571.2676437188641,46.17159216713289,8,7934.900000000001,24490.545846138815,0
L-2155,329.5066717070195,570.3533947992531,49.10535044167233,22,75017.3,281508.5297344454,0
L-2156,0.0,0.0,15078.697668533161,0,83364.21236772984,560683.4518700802,1
L-2157,0.0,0.0,14292.091993701652,1,162320.7328419459,390501.5591440827,1
L-2158,414.45244535025193,260.06793873916524,46.06141173955523,8,88231.3,145235.52990449476,0
L-2159,0.0,0.0,19458.24142598555,0,84363.29393171587,432496.39158469334,1
L-2160,388.1116169397427,1221.600073918787,40.95742166352313,15,76311.90000000001,214765.25762548848,0
L-2161,0.0,0.0,6876.917266215618,1,84206.7880043823,278111.32292289403,1
L-2162,0.0,0.0,8744.621692899118,1,67282.33820811554,344835.1016478739,1
L-2163,0.0,0.0,10914.21220187969,1,40444.5477853853,230762.60203876992,1
L-2164,245.82512485256626,580.7845443760939,7.8661624309649625,20,83037.1,254158.25391849087,0
L-2165,81.06487850762596,1489.0240358613669,44.98461542407245,8,78505.0,191117.98851353288,0
L-2166,90.56818130125814,1965.4170588645684,29.49999122808918,32,87091.90000000001,304780.29450735357,0
L-2167,172.25938617801614,452.0329201800575,47.277267486226556,12,31647.100000000002,86956.58668679342,0
L-2168,0.0,0.0,10922.20196728409,1,22646.8380694328,108498.84736669117,1
L-2169,0.0,0.0,3596.6831737550433,1,58938.21418823789,194594.27275923637,1
L-2170,0.0,0.0,16610.06222649464,1,176700.53242140464,355004.1937992865,1
L-2171,66.38874782954423,540.7096427743777,48.101703110407406,18,41909.3,111760.75209832315,0
L-2172,0.0,0.0,12733.39824293584,0,92803.41466133889,375221.7185042543,1
L-2173,335.50080709272066,1000.5796798561777,21.892708685901667,28,83376.5,203907.52662310255,0
L-2174,193.9644682341529,341.61134203118036,31.20100184078115,24,98429.1,256822.38458328476,0
L-2175,0.0,0.0,21962.471809988838,1,164355.15619307657,390110.4352425865,1
L-2176,275.9434788543255,671.1835003541138,5.855808624540437,30,44818.0,131911.00669791602,0
L-2177,0.0,0.0,9932.010160043737,1,103759.40007468796,366305.86969766254,1
L-2178,461.5706633693655,1564.1876341331445,3.3369816345654,22,28157.600000000002,72243.67598730364,0
L-2179,0.0,0.0,23795.53490217628,1,145912.66029726804,652347.6525080694,1
L-2180,240.19316172735896,1527.166116258629,30.09766273749615,23,41337.8,139742.52353914373,0
L-2181,0.0,0.0,63502.86260729925,0,182389.41988159317,505073.88718078774,1
L-2182,274.2193056815811,108.56700366400335,34.236202552627354,11,7514.200000000001,9103.344588825192,0
L-2183,0.0,0.0,1822.9932561777086,0,14633.905713720329,57322.1786811464,1
L-2184,188.0222951673595,752.9862033995358,19.487311424937957,25,73897.5,186372.94157313273,0
L-2185,0.0,0.0,12700.520400561607,0,95949.48698121031,282054.4320008561,1
L-2186,0.0,0.0,16972.462264896356,0,212942.55864131448,447734.5620721211,1
L-2187,254.4319105501862,788.1216335795554,14.644856598997158,27,21422.100000000002,36727.224399514154,0
L-2188,0.0,0.0,48715.558490467025,0,81483.05546609074,460330.7583067839,1
L-2189,0.0,0.0,24382.061446126856,1,140738.11697776796,931872.5673223251,1
L-2190,0.0,0.0,40694.285196978126,0,210289.35078492208,560491.7948980435,1
L-2191,313.8050304784652,1228.9874057191007,45.417367351832695,32,94237.70000000001,162316.40173933204,0
L-2192,352.4470422841658,1494.1361405837042,4.016662260856024,23,19247.100000000002,74571.18767587724,0
L-2193,0.0,0.0,16423.211510907764,0,39951.23043457793,269004.0122942962,1
L-2194,150.5546438633641,372.4450821776968,8.226625821215816,34,43312.3,137776.07717623794,0
L-2195,163.6178683145876,417.63689236590244,11.184264220485934,21,90362.8,194582.1183654787,0
L-2196,0.0,0.0,10451.867239684705,0,56608.13804976989,254540.56767208417,1
L-2197,175.65859647875504,1819.6724681294543,14.286311648399119,21,31936.9,48438.96761396799,0
L-2198,112.28374370006475,1815.3342634828875,14.327989493390286,21,63944.8,92573.2822405506,0
L-2199,0.0,0.0,13613.687879798288,0,96261.45077523416,369660.64822000405,1
L-2200,334.7405006769849,183.59586275482752,44.29382380995212,27,73719.5,222395.6011864473,0
L-2201,0.0,0.0,70998.91984416527,1,149720.82122999462,496009.71089595085,1
L-2202,0.0,0.0,23212.65928050517,1,194531.82940529715,617668.4660714389,1
L-2203,0.0,0.0,3392.2619440548033,1,24969.12409754136,140927.79626458048,1
L-2204,0.0,0.0,2483.3005745501478,0,25727.274821194038,79195.49990952849,1
L-2205,384.69616814283904,1448.3708194924632,46.86339130377655,15,64559.100000000006,206247.25407237024,0
L-2206,0.0,0.0,74283.0963742916,0,248218.7749053838,553440.9996599248,1
L-2207,246.79592170959882,530.1986990629433,40.527871848082434,21,57861.3,122174.49440608695,0
L-2208,363.2118648195764,532.9189045951667,1.5574592205828741,25,56040.8,93090.5869864591,0
L-2209,0.0,0.0,1124.2809356037842,0,14533.63674404368,50222.53852358477,1
L-2210,322.7622440404598,1260.9126190689299,20.37540467184215,20,97447.20000000001,253441.6550951758,0
L-2211,0.0,0.0,8312.659657622851,1,85636.80459359502,449205.7955934114,1
L-2212,0.0,0.0,14432.314151072283,1,112658.00669651225,877066.8477433374,1
L-2213,0.0,0.0,8919.87450036606,0,61149.51263827036,220730.3380582476,1
L-2214,0.0,0.0,25058.742824056677,0,233904.89506780606,497086.45480324957,1
L-2215,0.0,0.0,10923.289854370312,1,87448.4122495123,423658.77356048964,1
L-2216,0.0,0.0,23968.868134495715,0,98883.5113697539,333803.5725171388,1
L-2217,0.0,0.0,13100.616257271502,0,88513.82854159948,695644.1546158405,1
L-2218,0.0,0.0,11084.695888466182,0,187528.88999186727,489538.23033051426,1
L-2219,0.0,0.0,17974.65754901252,1,80362.18109850785,287488.68631932506,1
L-2220,0.0,0.0,39113.43553754941,0,123236.98136839029,344877.68625962175,1
L-2221,212.7623828495703,1326.6985763983446,32.61129019405939,13,63600.0,236897.1318891851,0
L-2222,0.0,0.0,11284.532033638545,1,125273.70059557517,619899.3457045547,1
L-2223,0.0,0.0,7071.832239967317,0,41770.461365877636,224026.63698677285,1
L-2224,297.9694231397518,315.16271342054097,38.73596193456405,28,8873.5,28315.6989915645,0
L-2225,0.0,0.0,8187.465762781352,0,99966.61691598778,483781.8250916048,1
L-2226,470.66255992527266,1306.5612021438392,6.403770719579505,7,95197.20000000001,118907.52573017828,0
L-2227,474.18997589341603,534.1743076682058,40.95201400669982,11,8284.0,29408.463360500496,0
L-2228,333.83041727202993,1571.8529212680653,1.9655100858617436,31,47096.700000000004,103162.04446770862,0
L-2229,0.0,0.0,59098.70242035085,1,109455.92653871671,297264.8707985138,1
L-2230,0.0,0.0,9064.65537422778,1,130711.54331684983,386113.8226633559,1
L-2231,292.94737602320464,1624.5613912780977,46.1184872668015,29,21939.4,62126.38534029265,0
L-2232,434.7451050121549,694.2144610942997,21.460194722082367,36,74390.0,96397.71555649633,0
L-2233,0.0,0.0,11674.489945337627,1,140533.91670682852,641589.7010861691,1
L-2234,58.10174687146104,1274.800360784705,26.274437571016364,24,37317.4,110055.89754351226,0
L-2235,0.0,0.0,15921.338484677459,0,210104.0366553708,497027.7831910141,1
L-2236,0.0,0.0,32762.915202850956,0,173904.3226334654,540124.011526528,1
L-2237,0.0,0.0,81466.2305608254,1,128668.54664428327,785309.028424458,1
L-2238,363.5667090614521,255.3397730229762,12.125404076924267,36,93905.1,306843.49738525844,0
L-2239,0.0,0.0,14513.014392414432,0,106146.1186839211,467951.73643047235,1
L-2240,360.99938920124873,844.8351430575301,41.894513356028405,25,35639.700000000004,43207.5080127272,0
L-2241,301.1399989557823,822.3097308524094,44.20202772415961,30,40099.4,53435.32561840848,0
L-2242,91.9134922146288,1522.6710999917877,14.671448926962494,28,34160.9,113607.53989173514,0
L-2243,419.9567348767235,1856.3054798871683,39.84935333327469,25,43630.5,158154.31344876104,0
L-2244,136.34408883618661,889.1702441592414,18.743120851783218,35,50634.700000000004,141006.16253606975,0
L-2245,302.6545209296231,921.8062312224656,0.939815883256967,22,15011.6,15677.020734608279,0
L-2246,176.81528296243803,105.90305535724346,9.366282880404059,19,33492.8,37518.67331942271,0
L-2247,55.769156085129545,1103.659197371649,38.611856796086975,23,17901.3,34337.17021154914,0
L-2248,0.0,0.0,13691.37735214769,0,96313.32337231608,681791.0611417498,1
L-2249,328.83416605578566,565.8239448340486,44.05124220458793,32,57775.0,61493.64217685832,0
L-2250,0.0,0.0,24600.275104003562,0,99585.40084659,481060.4053490047,1
L-2251,0.0,0.0,13688.440773400735,1,109356.71087205569,776076.7617176308,1
L-2252,0.0,0.0,11710.360304511578,1,90342.97974970422,373659.6637420158,1
L-2253,348.71362474743376,1280.8446483495704,24.601893182203476,29,38732.9,153555.5976562701,0
L-2254,0.0,0.0,16829.33088940106,0,224767.83407738392,542917.1335072884,1
L-2255,106.88310139472716,1519.1544045016317,32.002030348220245,7,12017.7,15528.222256359595,0
L-2256,0.0,0.0,30207.496092816815,1,229623.57331373662,721709.9096274779,1
L-2257,0.0,0.0,18488.85428434257,1,165220.97523253853,651136.064977138,1
L-2258,0.0,0.0,4787.347059518235,0,12505.037792906482,41216.94234627377,1
L-2259,0.0,0.0,7094.754507312955,1,57912.103760029226,153708.79957510307,1
L-2260,0.0,0.0,2994.744175832276,0,17001.96250634554,150964.48846038387,1
L-2261,0.0,0.0,973.5134084311815,1,6476.181067650527,48469.48735852526,1
L-2262,0.0,0.0,18505.823060313764,0,105106.63276346712,426909.46876831463,1
L-2263,449.9087805922786,1015.0309679923473,34.70841392079274,26,5972.0,18127.173709902418,0
L-2264,474.6795324244254,1641.2633977061403,9.80243356085802,32,53079.200000000004,73364.14401463763,0
L-2265,0.0,0.0,5296.132927080517,1,29230.858747937986,225128.28378748862,1
L-2266,0.0,0.0,12749.105939443987,1,108417.2075551269,289363.66870745353,1
L-2267,470.287846141844,1581.1556727256507,47.28028277529006,15,8632.800000000001,27979.211365120922,0
L-2268,0.0,0.0,4715.30386531563,1,29874.051092425667,291876.3712906794,1
L-2269,0.0,0.0,5218.417481037516,1,52706.62729174112,162504.92718705552,1
L-2270,370.1468935054666,524.6371254194579,1.547496738471399,21,98462.70000000001,157570.09450021555,0
L-2271,0.0,0.0,44145.58441698984,1,90210.05186089566,355224.155059681,1
L-2272,0.0,0.0,39299.132960606614,0,87209.50965912754,238519.16883683452,1
L-2273,0.0,0.0,25763.83719408023,0,55057.991567562116,426887.0272658586,1
L-2274,0.0,0.0,2402.3068115057386,0,14558.877662106046,90408.57261240801,1
L-2275,469.5595528314753,540.9369430496924,49.301902523008344,33,39007.6,139151.5239505725,0
L-2276,0.0,0.0,64735.84164021993,0,104806.89720268107,726860.038933992,1
L-2277,113.72577134860424,349.374453966462,41.21458578546166,35,78534.0,257953.96010832346,0
L-2278,185.94677846328847,131.65347301262204,12.927041067146428,14,53901.5,208010.71853230012,0
L-2279,113.50386728745946,1798.7199471162678,18.1639229435591,32,59451.9,129096.93052652944,0
L-2280,201.8618288615062,932.1105417518999,21.05919681957498,29,89562.90000000001,295090.3621891242,0
L-2281,337.0369469232053,778.6098358680086,6.2132837198562,14,45354.3,77750.65880290199,0
L-2282,0.0,0.0,1545.017823888859,1,11992.689202308273,66011.71000783067,1
L-2283,424.7140692947931,1870.6753564593876,44.172782152862915,28,43186.0,167608.626203651,0
L-2284,367.2708000624518,927.0121950572824,20.59561433690993,18,88659.90000000001,203547.35891774818,0
L-2285,0.0,0.0,12442.33949223409,0,175244.9042767935,460077.6376178105,1
L-2286,0.0,0.0,14187.682649150138,1,158734.50330854353,429623.10458041064,1
L-2287,0.0,0.0,17510.034530327575,1,105053.21684241795,449982.9176510379,1
L-2288,0.0,0.0,12962.50442788563,1,132066.61989687567,599809.2635585386,1
L-2289,0.0,0.0,10737.436688470389,1,140806.36389633332,434232.88945000764,1
L-2290,220.12263530191436,674.01050024577,21.39137520030085,11,23104.5,86843.99998531492,0
L-2291,0.0,0.0,55687.43377923682,0,82736.81609553834,591745.6986115181,1
L-2292,0.0,0.0,8438.734178540833,1,46794.44900395326,253761.34981830782,1
L-2293,0.0,0.0,4045.9644939766886,0,21746.824555212614,84352.00476657221,1
L-2294,0.0,0.0,8807.10417515391,1,33149.60319643459,151397.308007991,1
L-2295,0.0,0.0,17073.27504377105,0,104929.25850080214,641875.5774865879,1
L-2296,0.0,0.0,4264.1717908757955,0,15449.705989479722,45728.92617879642,1
L-2297,0.0,0.0,41582.65872002205,0,120876.51647541409,301562.85459857574,1
L-2298,388.79687168305446,1902.1651793025328,20.976708735436155,17,63254.3,106386.68381979862,0
L-2299,0.0,0.0,5791.090507374815,1,83334.3078126674,363143.27520197094,1
L-2300,414.41650004687,1668.48469676827,6.72505139484203,31,97453.5,242161.7752529197,0
L-2301,0.0,0.0,27167.226845212506,0,177941.99489968226,356505.46801930177,1
L-2302,0.0,0.0,13653.25833263722,0,137648.12742734392,537706.3265508572,1
L-2303,464.1901083728638,1023.0456678636776,28.227659627780422,6,58253.8,184480.86431215226,0
L-2304,336.53370731644515,347.3268257912988,4.447797998839976,17,7638.400000000001,27839.651914216804,0
L-2305,0.0,0.0,2935.398100552846,1,11310.35306694883,78946.23190584611,1
L-2306,202.47592603209455,743.1997032361201,46.44091121910455,19,59338.5,207760.002007563,0
L-2307,268.48901178862536,1158.6132268199528,2.5396627873989885,12,16079.300000000001,19496.1428145659,0
L-2308,290.5220051469025,641.3152316498229,37.2914550987124,7,7311.1,16783.88451387867,0
L-2309,252.48242915868735,1487.7118954406988,13.546217868490979,36,35472.8,81543.40404179085,0
L-2310,0.0,0.0,6524.12266786335,0,48070.92397943034,203814.99325280162,1
L-2311,370.756804494776,712.8958047876461,19.95131833406575,8,10407.900000000001,14539.829008539475,0
L-2312,0.0,0.0,28105.67327742901,1,246474.79566442803,802301.1754572444,1
L-2313,0.0,0.0,38386.867707963356,0,241350.78710528061,525173.3069045352,1
L-2314,115.00188116737544,1154.3490592741803,21.925314494339627,31,80916.20000000001,263204.30877355044,0
L-2315,271.7569404016241,212.9805494670964,1.3435542606700157,24,56950.200000000004,147452.57832503167,0
L-2316,0.0,0.0,49115.531924266565,1,133535.3639512176,353815.2539387139,1
L-2317,0.0,0.0,81712.25169771431,0,219783.634469631,712502.0155416814,1
L-2318,344.71296297546104,453.75745273301953,44.37267680613915,32,35482.200000000004,67107.21121025135,0
L-2319,340.38804789072003,467.8336414851458,47.06162946399916,12,79075.8,181123.1842104459,0
L-2320,0.0,0.0,22641.392242059068,0,57042.598049289896,202814.73454594144,1
L-2321,411.3319837865099,1296.921856301928,1.6030048749143988,13,62942.600000000006,151658.1261672264,0
L-2322,0.0,0.0,12856.842750065844,0,111590.52167377889,539338.2882481661,1
L-2323,324.0201546939359,940.2310626749753,0.8121350589542109,28,62051.700000000004,174906.96781250363,0
L-2324,0.0,0.0,27694.260059574415,1,68316.71638077065,437495.5927315598,1
L-2325,0.0,0.0,13868.97905943551,0,74317.48277502874,219157.0361906751,1
L-2326,0.0,0.0,58166.874757650905,1,130184.69413429215,470015.23666364443,1
L-2327,0.0,0.0,10830.14401654376,1,57146.48466693071,151707.49579850832,1
L-2328,0.0,0.0,34821.633411725445,0,141467.83452591984,452590.75869489013,1
L-2329,474.98555888227145,739.0160072267406,16.657576130874723,34,40699.4,77895.8716254475,0
L-2330,400.28679481361644,1277.9434258648128,13.043819263231299,17,68683.8,274162.6195427754,0
L-2331,0.0,0.0,69321.18190543939,0,170165.1453821153,466945.2768545527,1
L-2332,0.0,0.0,3114.118593548171,0,46136.50335812506,131662.14866493802,1
L-2333,0.0,0.0,23998.334869489336,0,61201.37130847129,473477.52397550363,1
L-2334,0.0,0.0,12061.797327514967,0,117555.14576534368,666073.4964752882,1
L-2335,0.0,0.0,3791.8502218740878,0,20682.437345009934,130656.22149127802,1
L-2336,223.80977359405648,626.9860558737543,40.72417034748533,31,24532.7,62119.00971580214,0
L-2337,232.3536052248697,1211.649206652236,13.668730637360637,35,49769.100000000006,64092.94817068998,0
L-2338,0.0,0.0,21866.20176041973,1,174743.12244259368,551632.5306062148,1
L-2339,0.0,0.0,61955.909559971085,1,154039.65544665023,658177.3768556899,1
L-2340,58.19692673938382,1024.7681149313944,41.3521671994097,14,31248.2,84790.50215007649,0
L-2341,0.0,0.0,13365.94521229034,0,133664.0329400163,603934.0384108892,1
L-2342,0.0,0.0,20512.87207520688,0,52743.051093921116,296991.8719152213,1
L-2343,77.93231812723833,158.23373716392004,34.80378300572661,22,67020.40000000001,212148.95389776907,0
L-2344,0.0,0.0,11561.347178868318,1,64229.0956335684,418039.45923609706,1
L-2345,0.0,0.0,35365.68198545065,1,106726.46177684338,209448.77699091934,1
L-2346,0.0,0.0,24394.70045175388,0,132400.76945562428,539814.403059437,1
L-2347,0.0,0.0,3732.843313631219,1,24546.495064855517,75924.92939462411,1
L-2348,0.0,0.0,8835.579018004692,1,47200.11253550254,304956.7702654563,1
L-2349,0.0,0.0,2032.290181065218,0,12031.519307284523,46552.75933940366,1
L-2350,246.38911921737414,355.56292333642773,20.611057429608408,24,66640.1,135976.56217527564,0
L-2351,217.26497173239855,901.7650001117312,40.064774775741675,10,51879.100000000006,129993.6568887256,0
L-2352,0.0,0.0,36500.06089406772,0,236677.75584784237,834788.3710341576,1
L-2353,173.65266591735582,1844.6798189660526,40.65087270955329,35,10722.1,41660.50120950088,0
L-2354,0.0,0.0,15355.96909801946,1,152703.7640549185,704906.2857781872,1
L-2355,0.0,0.0,17974.93132546099,0,160776.45661449272,689684.716653201,1
L-2356,292.8299442667043,1318.5926103774416,13.328843464633167,18,64717.100000000006,109752.51470453624,0
L-2357,201.48468657280057,1145.3835675583377,1.9503481010584356,7,13223.800000000001,42784.95039551544,0
L-2358,0.0,0.0,17171.455336503197,1,254067.93239600988,496507.9805079021,1
L-2359,95.80897256715905,336.3252855886651,6.697094853684138,11,83467.3,236232.11157351837,0
L-2360,0.0,0.0,2369.908420891443,1,16074.583153291993,141497.2033403116,1
L-2361,0.0,0.0,4412.672357341811,0,34009.59218790015,180237.68432241018,1
L-2362,0.0,0.0,25145.05257817604,0,291058.44553976785,635253.0590397776,1
L-2363,0.0,0.0,14417.386305005833,0,185854.7076859915,441969.4418430471,1
L-2364,0.0,0.0,10279.99622238334,0,25697.96803752662,167829.280996135,1
L-2365,0.0,0.0,5014.584081406037,0,19290.358093311777,146379.33767361674,1
L-2366,0.0,0.0,7937.931483042231,1,69182.26505995617,222793.75652128385,1
L-2367,213.118044604333,1967.258155275279,24.15661805037596,34,66099.5,181513.6474907862,0
L-2368,253.4538036842631,1485.2038797378266,41.229717436633074,14,87261.0,315356.5969322607,0
L-2369,379.48707365785634,1405.06287728132,38.411836897359144,27,58985.3,149257.13743477844,0
L-2370,345.67689818510684,532.5602020956906,39.525193669626205,28,99351.6,377400.1092540408,0
L-2371,347.46960636999097,696.8693231699566,11.499709107929961,16,49411.200000000004,178676.55494274324,0
L-2372,189.48116943257762,1539.0992622562926,8.346195483414643,22,25801.100000000002,47232.22744551256,0
L-2373,0.0,0.0,21254.568799274955,0,221171.17338090754,689991.1475759246,1
L-2374,0.0,0.0,11741.415773972427,1,37291.949834264815,133276.73109828855,1
L-2375,0.0,0.0,18585.292721068738,1,223204.72235640703,582641.1246647444,1
L-2376,0.0,0.0,37349.261238475694,1,130568.74840411406,854694.5801731539,1
L-2377,0.0,0.0,14129.593135868634,0,114788.32187028849,521607.40922980604,1
